log_id,user_id,access_type,location,access_time,status,ip_address
5736,297,Server Room Access,Floor 3,2025-06-28,Failed,192.168.190.127
5737,127,Server Room Access,Server Room,2025-10-09,Success,192.168.178.178
5738,227,Room Access,Pool,2025-11-12,Success,192.168.198.74
5739,198,Room Access,Server Room,2024-01-01,Failed,192.168.9.238
5740,187,Room Access,Floor 1,2024-10-17,Failed,192.168.6.5
5741,343,System Login,Parking,2025-10-24,Failed,192.168.152.128
5742,57,Server Room Access,Reception,2024-03-30,Success,192.168.145.159
5743,319,Room Access,Reception,2024-07-04,Denied,192.168.13.38
5744,300,System Login,Lobby,2024-02-05,Success,192.168.120.240
5745,4,Room Access,Kitchen,2024-03-21,Denied,192.168.223.6
5746,361,Room Access,Pool,2025-08-01,Success,192.168.129.78
5747,53,Room Access,Floor 1,2025-09-07,Denied,192.168.131.141
5748,37,Room Access,Server Room,2026-01-09,Failed,192.168.176.213
5749,463,Server Room Access,Storage,2024-06-13,Success,192.168.211.5
5750,3,Room Access,Floor 3,2025-03-30,Failed,192.168.211.245
5751,366,Server Room Access,Floor 1,2024-09-13,Denied,192.168.97.116
5752,230,System Login,Storage,2024-05-24,Denied,192.168.18.13
5753,465,Server Room Access,Lobby,2025-03-27,Failed,192.168.213.173
5754,197,System Login,Parking,2024-06-19,Denied,192.168.145.188
5755,293,Server Room Access,Main Gate,2024-02-05,Denied,192.168.211.184
5756,331,System Login,Storage,2026-04-15,Success,192.168.109.118
5757,356,System Login,Back Gate,2026-01-14,Failed,192.168.100.248
5758,365,Room Access,Conference Room,2025-04-26,Success,192.168.94.59
5759,259,System Login,Kitchen,2024-10-14,Failed,192.168.2.234
5760,151,Room Access,Floor 3,2025-04-02,Success,192.168.177.4
5761,446,Room Access,Floor 3,2024-09-22,Denied,192.168.138.189
5762,341,Room Access,Gym,2024-01-26,Denied,192.168.189.39
5763,163,Server Room Access,Server Room,2024-05-10,Failed,192.168.86.58
5764,49,System Login,Storage,2024-12-22,Success,192.168.48.15
5765,357,System Login,Back Gate,2026-03-27,Denied,192.168.213.6
5766,153,Room Access,Parking,2024-09-24,Failed,192.168.139.197
5767,19,Server Room Access,Server Room,2024-04-24,Failed,192.168.226.34
5768,489,Room Access,Main Gate,2024-04-21,Failed,192.168.50.176
5769,310,System Login,Server Room,2025-05-06,Denied,192.168.247.152
5770,387,Server Room Access,Back Gate,2024-02-22,Failed,192.168.80.52
5771,343,Server Room Access,Main Gate,2024-07-18,Denied,192.168.44.115
5772,97,Server Room Access,Pool,2024-05-03,Denied,192.168.104.129
5773,71,Room Access,Gym,2025-09-26,Denied,192.168.206.40
5774,197,Room Access,Lobby,2026-02-05,Denied,192.168.117.157
5775,237,System Login,Floor 1,2024-03-28,Denied,192.168.123.89
5776,297,Room Access,Parking,2024-09-22,Failed,192.168.217.190
5777,30,Server Room Access,Kitchen,2024-03-03,Failed,192.168.125.48
5778,15,Room Access,Kitchen,2026-04-06,Denied,192.168.219.239
5779,433,System Login,Lobby,2025-04-12,Failed,192.168.194.158
5780,500,Server Room Access,Main Gate,2025-03-08,Failed,192.168.85.61
5781,184,Room Access,Lobby,2025-01-01,Denied,192.168.90.173
5782,68,Room Access,Reception,2025-10-23,Denied,192.168.43.140
5783,472,Room Access,Pool,2025-02-18,Success,192.168.46.163
5784,332,System Login,Floor 2,2024-01-21,Denied,192.168.203.229
5785,224,Room Access,Back Gate,2024-12-24,Success,192.168.240.81
5786,232,System Login,Floor 1,2024-01-21,Denied,192.168.203.32
5787,153,Server Room Access,Back Gate,2026-02-08,Denied,192.168.218.141
5788,288,Room Access,Back Gate,2026-02-11,Success,192.168.39.95
5789,309,Server Room Access,Pool,2026-02-17,Success,192.168.6.88
5790,116,System Login,Storage,2025-07-11,Denied,192.168.228.197
5791,190,Server Room Access,Floor 1,2025-01-28,Denied,192.168.27.3
5792,456,Room Access,Floor 1,2025-02-13,Denied,192.168.22.17
5793,301,Server Room Access,Gym,2026-03-31,Success,192.168.112.32
5794,199,Room Access,Gym,2024-09-24,Denied,192.168.26.163
5795,264,Room Access,Floor 1,2025-01-19,Success,192.168.1.149
5796,208,Server Room Access,Server Room,2025-07-07,Failed,192.168.195.58
5797,52,System Login,Parking,2025-12-29,Success,192.168.255.251
5798,71,Server Room Access,Kitchen,2024-01-24,Success,192.168.87.162
5799,224,Room Access,Kitchen,2024-09-02,Success,192.168.188.82
5800,427,Server Room Access,Floor 2,2024-08-14,Success,192.168.147.216
5801,241,Server Room Access,Lobby,2025-02-24,Failed,192.168.246.141
5802,24,Room Access,Server Room,2024-02-19,Failed,192.168.120.171
5803,383,System Login,Floor 2,2025-03-20,Success,192.168.67.39
5804,373,Server Room Access,Storage,2025-10-27,Failed,192.168.113.17
5805,410,Room Access,Main Gate,2024-08-14,Failed,192.168.106.223
5806,48,System Login,Gym,2026-03-24,Success,192.168.87.102
5807,482,Room Access,Floor 3,2025-01-16,Success,192.168.134.9
5808,29,Server Room Access,Floor 2,2026-02-12,Denied,192.168.242.59
5809,499,Server Room Access,Floor 1,2025-05-16,Success,192.168.57.151
5810,466,Server Room Access,Kitchen,2025-10-22,Success,192.168.254.14
5811,277,Server Room Access,Kitchen,2024-08-12,Denied,192.168.82.121
5812,144,Room Access,Conference Room,2025-07-04,Denied,192.168.225.102
5813,86,Room Access,Lobby,2025-10-10,Success,192.168.76.230
5814,425,System Login,Back Gate,2024-01-21,Success,192.168.175.222
5815,46,Room Access,Server Room,2025-05-16,Failed,192.168.213.78
5816,262,Server Room Access,Kitchen,2025-05-10,Denied,192.168.48.151
5817,74,Server Room Access,Lobby,2024-04-11,Failed,192.168.104.18
5818,449,System Login,Floor 3,2024-07-12,Denied,192.168.62.224
5819,299,Server Room Access,Parking,2024-12-11,Success,192.168.173.149
5820,448,Room Access,Pool,2025-12-02,Success,192.168.235.149
5821,409,Server Room Access,Parking,2024-10-12,Failed,192.168.82.25
5822,33,Server Room Access,Floor 3,2025-10-07,Denied,192.168.82.247
5823,252,Server Room Access,Storage,2025-05-29,Success,192.168.43.72
5824,155,Room Access,Floor 3,2026-02-03,Denied,192.168.213.226
5825,491,Room Access,Gym,2024-05-19,Denied,192.168.11.23
5826,454,Server Room Access,Storage,2024-03-15,Failed,192.168.238.98
5827,127,Room Access,Conference Room,2025-07-29,Denied,192.168.155.211
5828,265,Room Access,Pool,2025-07-17,Success,192.168.166.68
5829,411,Server Room Access,Floor 2,2024-10-02,Success,192.168.71.96
5830,92,Room Access,Floor 3,2025-05-05,Success,192.168.164.80
5831,47,System Login,Server Room,2024-12-12,Failed,192.168.253.238
5832,218,Server Room Access,Pool,2024-05-07,Failed,192.168.16.25
5833,415,Server Room Access,Floor 1,2026-02-24,Failed,192.168.204.96
5834,126,System Login,Server Room,2026-02-26,Denied,192.168.41.181
5835,371,Server Room Access,Back Gate,2025-12-04,Failed,192.168.119.101
5836,455,Server Room Access,Floor 2,2025-11-05,Denied,192.168.193.178
5837,182,Server Room Access,Gym,2024-07-06,Denied,192.168.127.75
5838,105,Server Room Access,Server Room,2025-10-07,Failed,192.168.76.251
5839,57,Room Access,Lobby,2026-02-23,Success,192.168.73.127
5840,253,Server Room Access,Storage,2024-09-29,Denied,192.168.221.47
5841,193,Room Access,Floor 1,2024-04-27,Success,192.168.66.99
5842,53,Server Room Access,Floor 1,2025-12-08,Failed,192.168.140.117
5843,211,System Login,Reception,2025-05-22,Denied,192.168.83.179
5844,446,Room Access,Reception,2024-08-23,Success,192.168.117.201
5845,232,System Login,Gym,2024-11-13,Denied,192.168.182.26
5846,320,Server Room Access,Lobby,2024-02-29,Success,192.168.141.212
5847,224,System Login,Floor 1,2024-11-12,Success,192.168.229.198
5848,216,System Login,Gym,2024-05-05,Denied,192.168.130.251
5849,290,Server Room Access,Lobby,2024-07-29,Success,192.168.163.192
5850,328,Room Access,Lobby,2024-07-20,Success,192.168.47.37
5851,270,Room Access,Floor 2,2025-04-06,Success,192.168.26.224
5852,447,Room Access,Reception,2025-04-23,Success,192.168.54.159
5853,468,Room Access,Lobby,2024-09-22,Failed,192.168.13.174
5854,423,Room Access,Server Room,2024-09-05,Success,192.168.76.189
5855,109,System Login,Storage,2025-03-18,Failed,192.168.202.117
5856,490,System Login,Back Gate,2024-10-20,Failed,192.168.112.217
5857,226,Server Room Access,Kitchen,2024-04-16,Failed,192.168.102.244
5858,401,Server Room Access,Floor 3,2024-03-29,Success,192.168.53.126
5859,266,System Login,Storage,2025-03-06,Denied,192.168.126.89
5860,91,Server Room Access,Gym,2024-08-21,Success,192.168.111.77
5861,50,Room Access,Floor 3,2024-03-26,Success,192.168.53.203
5862,91,System Login,Lobby,2024-07-30,Denied,192.168.3.48
5863,66,Server Room Access,Storage,2025-01-13,Denied,192.168.97.3
5864,34,Room Access,Lobby,2024-12-10,Denied,192.168.121.217
5865,138,Server Room Access,Back Gate,2024-01-28,Denied,192.168.73.61
5866,397,Room Access,Lobby,2025-03-21,Success,192.168.56.236
5867,28,Server Room Access,Parking,2025-05-15,Denied,192.168.40.131
5868,279,System Login,Conference Room,2024-11-16,Success,192.168.137.143
5869,417,Server Room Access,Floor 3,2025-03-17,Failed,192.168.248.231
5870,136,Server Room Access,Back Gate,2025-09-10,Failed,192.168.11.57
5871,280,System Login,Lobby,2025-06-10,Denied,192.168.54.208
5872,70,System Login,Back Gate,2025-09-29,Success,192.168.106.214
5873,493,Room Access,Parking,2025-04-24,Failed,192.168.106.254
5874,113,System Login,Conference Room,2024-12-03,Success,192.168.48.240
5875,108,Room Access,Parking,2024-06-07,Failed,192.168.225.15
5876,194,Server Room Access,Main Gate,2026-01-21,Failed,192.168.77.76
5877,378,Server Room Access,Reception,2025-05-17,Success,192.168.234.70
5878,191,Server Room Access,Lobby,2025-06-06,Success,192.168.177.180
5879,207,System Login,Main Gate,2026-03-04,Failed,192.168.187.19
5880,333,Server Room Access,Parking,2024-12-01,Failed,192.168.125.186
5881,126,Server Room Access,Server Room,2024-04-04,Failed,192.168.108.7
5882,276,System Login,Reception,2025-12-15,Success,192.168.230.12
5883,62,Server Room Access,Conference Room,2025-04-07,Success,192.168.129.241
5884,209,Server Room Access,Pool,2026-04-29,Failed,192.168.11.160
5885,453,Server Room Access,Server Room,2025-02-10,Failed,192.168.152.220
5886,291,Server Room Access,Storage,2024-12-11,Failed,192.168.132.140
5887,28,System Login,Pool,2025-12-23,Success,192.168.192.178
5888,57,Server Room Access,Gym,2025-04-17,Denied,192.168.120.249
5889,17,Server Room Access,Floor 2,2025-11-01,Success,192.168.215.124
5890,398,Server Room Access,Storage,2024-03-01,Failed,192.168.242.15
5891,345,Server Room Access,Lobby,2026-04-21,Success,192.168.146.233
5892,38,System Login,Floor 2,2025-05-22,Failed,192.168.10.207
5893,363,System Login,Kitchen,2025-09-20,Success,192.168.56.71
5894,488,Room Access,Back Gate,2025-10-20,Failed,192.168.81.96
5895,20,System Login,Lobby,2024-08-08,Failed,192.168.95.182
5896,436,System Login,Lobby,2025-01-02,Denied,192.168.102.163
5897,67,Server Room Access,Gym,2024-08-18,Denied,192.168.96.145
5898,102,Server Room Access,Reception,2025-07-06,Failed,192.168.47.18
5899,94,System Login,Kitchen,2025-02-28,Denied,192.168.106.139
5900,38,Server Room Access,Floor 2,2025-04-08,Success,192.168.133.155
5901,486,Room Access,Floor 3,2026-03-25,Failed,192.168.147.15
5902,33,Room Access,Main Gate,2024-12-14,Failed,192.168.161.18
5903,394,System Login,Conference Room,2025-03-04,Failed,192.168.51.153
5904,491,System Login,Kitchen,2026-02-02,Success,192.168.9.58
5905,397,Server Room Access,Server Room,2025-04-12,Failed,192.168.16.29
5906,334,System Login,Pool,2024-08-03,Failed,192.168.32.155
5907,369,Room Access,Pool,2024-05-04,Denied,192.168.75.56
5908,359,System Login,Gym,2024-01-14,Failed,192.168.189.130
5909,293,Room Access,Server Room,2024-02-10,Denied,192.168.219.143
5910,14,Room Access,Floor 3,2025-06-12,Success,192.168.96.136
5911,114,Server Room Access,Back Gate,2025-07-19,Success,192.168.39.235
5912,74,System Login,Pool,2024-07-07,Success,192.168.119.72
5913,79,System Login,Kitchen,2024-09-08,Success,192.168.51.3
5914,306,Room Access,Storage,2024-08-01,Success,192.168.219.129
5915,271,System Login,Conference Room,2025-08-22,Success,192.168.6.63
5916,66,Server Room Access,Kitchen,2026-03-11,Denied,192.168.129.179
5917,241,Server Room Access,Main Gate,2026-03-14,Denied,192.168.136.201
5918,147,Server Room Access,Conference Room,2026-03-11,Success,192.168.167.152
5919,270,Room Access,Server Room,2024-03-11,Failed,192.168.25.37
5920,110,Server Room Access,Server Room,2024-11-08,Success,192.168.62.35
5921,261,Server Room Access,Parking,2025-02-27,Denied,192.168.237.113
5922,470,Server Room Access,Back Gate,2024-06-18,Failed,192.168.163.254
5923,67,Room Access,Pool,2025-04-12,Denied,192.168.197.240
5924,414,Server Room Access,Floor 1,2024-02-02,Success,192.168.70.214
5925,484,System Login,Main Gate,2024-04-23,Denied,192.168.231.61
5926,253,System Login,Parking,2025-06-03,Success,192.168.5.223
5927,324,Server Room Access,Kitchen,2025-08-13,Success,192.168.206.176
5928,404,System Login,Back Gate,2025-07-29,Denied,192.168.30.238
5929,226,Server Room Access,Parking,2025-10-16,Failed,192.168.79.23
5930,89,Server Room Access,Conference Room,2024-07-25,Success,192.168.206.27
5931,259,Server Room Access,Floor 1,2025-04-14,Success,192.168.250.215
5932,253,Room Access,Lobby,2026-04-25,Denied,192.168.167.205
5933,267,Room Access,Back Gate,2025-09-19,Failed,192.168.113.191
5934,147,Room Access,Server Room,2025-06-08,Denied,192.168.236.57
5935,337,Room Access,Server Room,2024-10-16,Success,192.168.255.110
5936,319,Server Room Access,Floor 2,2025-10-01,Success,192.168.200.7
5937,457,Room Access,Pool,2024-10-07,Failed,192.168.188.185
5938,284,System Login,Floor 1,2024-07-27,Denied,192.168.180.157
5939,201,Room Access,Lobby,2025-09-01,Failed,192.168.30.127
5940,258,Room Access,Server Room,2024-02-04,Failed,192.168.197.142
5941,443,System Login,Main Gate,2026-01-30,Failed,192.168.235.83
5942,112,System Login,Parking,2025-10-27,Failed,192.168.132.6
5943,469,System Login,Conference Room,2025-06-09,Success,192.168.178.142
5944,280,System Login,Storage,2025-03-16,Success,192.168.101.5
5945,428,System Login,Floor 2,2024-09-01,Success,192.168.62.160
5946,405,System Login,Main Gate,2024-08-25,Denied,192.168.231.104
5947,245,System Login,Storage,2025-02-19,Failed,192.168.104.99
5948,50,Room Access,Reception,2024-06-30,Success,192.168.149.205
5949,78,Room Access,Back Gate,2025-02-28,Success,192.168.153.23
5950,122,Server Room Access,Storage,2024-06-23,Denied,192.168.97.182
5951,176,System Login,Lobby,2025-03-08,Denied,192.168.203.159
5952,477,System Login,Back Gate,2026-03-16,Denied,192.168.194.115
5953,440,Room Access,Pool,2024-01-09,Denied,192.168.21.147
5954,154,Server Room Access,Parking,2026-04-10,Success,192.168.35.225
5955,443,System Login,Back Gate,2024-08-25,Denied,192.168.231.57
5956,452,Server Room Access,Conference Room,2025-01-02,Failed,192.168.170.72
5957,361,Server Room Access,Kitchen,2024-08-06,Denied,192.168.53.112
5958,50,Room Access,Conference Room,2025-12-09,Success,192.168.252.188
5959,496,System Login,Parking,2025-07-29,Success,192.168.241.20
5960,3,Room Access,Pool,2025-11-16,Denied,192.168.9.198
5961,450,Room Access,Back Gate,2024-12-29,Success,192.168.52.100
5962,328,System Login,Back Gate,2024-11-25,Denied,192.168.77.45
5963,319,Room Access,Floor 2,2024-01-16,Success,192.168.241.84
5964,174,Room Access,Conference Room,2025-10-18,Failed,192.168.29.23
5965,80,Room Access,Pool,2026-03-25,Failed,192.168.214.33
5966,33,Server Room Access,Reception,2024-09-15,Failed,192.168.167.246
5967,12,System Login,Gym,2025-11-16,Failed,192.168.102.191
5968,118,System Login,Back Gate,2024-11-24,Failed,192.168.83.108
5969,466,Server Room Access,Floor 2,2024-06-05,Denied,192.168.56.214
5970,357,Server Room Access,Back Gate,2024-05-23,Denied,192.168.230.244
5971,266,System Login,Gym,2024-02-21,Failed,192.168.169.47
5972,162,Server Room Access,Main Gate,2025-06-06,Success,192.168.246.117
5973,146,Room Access,Pool,2024-06-20,Failed,192.168.195.201
5974,129,Server Room Access,Floor 2,2024-04-02,Failed,192.168.95.6
5975,162,Server Room Access,Server Room,2024-08-06,Success,192.168.108.212
5976,459,System Login,Parking,2024-03-31,Denied,192.168.57.162
5977,384,Room Access,Back Gate,2025-03-10,Success,192.168.123.68
5978,340,System Login,Floor 2,2024-02-05,Denied,192.168.203.23
5979,185,System Login,Storage,2024-11-16,Denied,192.168.204.151
5980,6,System Login,Main Gate,2025-10-04,Success,192.168.150.114
5981,95,Server Room Access,Parking,2025-04-02,Failed,192.168.135.209
5982,388,Server Room Access,Storage,2024-05-07,Failed,192.168.5.122
5983,316,Server Room Access,Pool,2024-03-10,Denied,192.168.76.83
5984,406,Server Room Access,Conference Room,2024-05-22,Failed,192.168.1.99
5985,440,Server Room Access,Storage,2024-06-03,Failed,192.168.9.97
5986,373,Room Access,Reception,2025-08-06,Success,192.168.66.89
5987,407,Server Room Access,Gym,2025-10-31,Success,192.168.166.211
5988,198,Server Room Access,Lobby,2025-11-12,Success,192.168.92.85
5989,293,Server Room Access,Pool,2024-07-12,Denied,192.168.218.21
5990,155,Server Room Access,Conference Room,2024-06-10,Success,192.168.163.96
5991,17,Server Room Access,Lobby,2024-08-06,Denied,192.168.178.125
5992,358,Room Access,Reception,2024-08-21,Failed,192.168.57.187
5993,36,System Login,Lobby,2025-12-13,Denied,192.168.123.107
5994,98,Server Room Access,Parking,2025-01-03,Failed,192.168.216.41
5995,412,Room Access,Conference Room,2024-06-24,Denied,192.168.225.218
5996,145,System Login,Pool,2025-10-05,Success,192.168.136.212
5997,391,Server Room Access,Pool,2024-01-11,Failed,192.168.161.89
5998,348,Server Room Access,Floor 3,2025-11-18,Denied,192.168.2.20
5999,448,System Login,Floor 2,2024-11-25,Denied,192.168.234.73
6000,14,Server Room Access,Main Gate,2024-08-19,Success,192.168.250.48
6001,478,System Login,Storage,2025-07-30,Denied,192.168.43.135
